,Account Number,Latitude,Longitude,Legal Name,Address,FIPS,Tract,Block
508,375127,41.88323435,-87.63664906,BEA CHICAGO LLC,101 N WACKER DR,170318391001050,839100,1050
509,375298,41.86462304,-87.62423341,"SOUTH LOOP PIZZA, LLC",1340 S MICHIGAN AVE 1,170313301001009,330100,1009
510,375959,41.88775652,-87.62551819,WHM REVERE LLC,71 E WACKER DR 1-39,170313201002005,320100,2005
511,376669,41.86357752,-87.62421512,CITY TAVERN OF CHICAGO LLC,1416-1418 S MICHIGAN AVE 1-2,170313301003009,330100,3009
512,376739,41.88157109,-87.65313285,W.P. STONES LLC,1027 W MADISON ST 1ST 1E,170318331001007,833100,1007
513,377065,41.86490383,-87.64605899,"SKINNY HOUSE, LLC",724 W MAXWELL ST 1,170318419002041,841900,2041
514,377222,41.8642488,-87.62393363,JADAMO CORP.,1355 S MICHIGAN AVE 1,170313301001010,330100,1010
515,377224,41.88170933,-87.65806722,"SIAM ON MADISON, INC.",1222 W MADISON ST 1 102,170318330002111,833000,2111
516,377344,41.87666158,-87.62442805,"ARTISTS SNACK SHOP, INC.",412 S MICHIGAN AVE 1ST FL-MEZZ,170313204001032,320400,1032
517,377920,41.88583845,-87.62584165,"BILLY GOAT MIDWEST, LLC",60 E LAKE ST 1,170313201002022,320100,2022
518,378414,41.87360829,-87.63050029,PINTS AND LITERS LLC,649 S CLARK ST 1,170318390001000,839000,1000
519,378899,41.880996,-87.62632305,VAP SULLIVAN CENTER LLC,44 S WABASH AVE  1,170313204001010,320400,1010
520,378913,41.883537700000005,-87.65456046,"HAUTE & READY, LTD.",116 N ABERDEEN ST 1,170318330002082,833000,2082
521,379043,41.88575873,-87.63378405,YUM NOODLE CORP.,201 N WELLS ST 1ST,170318391001025,839100,1025
522,379512,41.88422708,-87.65151814,"FIORELLI, LLC",945-947 W RANDOLPH ST 1ST,170318330001046,833000,1046
523,379551,41.8742654,-87.62935646,SOFI LLC,614-618 S DEARBORN ST 1,170318390004002,839000,4002
524,379594,41.88451181,-87.64776052,806 WEST RANDOLPH LLC,806 W RANDOLPH ST 1,170318330001029,833000,1029
525,379784,41.86535433,-87.62563916,ASIAN OUTPOST CORP.,1313-1315 S WABASH AVE,170313301001008,330100,1008
526,381488,41.88133481,-87.62633547,"FT ACQUISITION, LLC",30 S WABASH AVE 1,170313204001010,320400,1010
527,381763,41.86607359,-87.62426767,1250 SOUTH LLC,1250 S MICHIGAN AVE 1ST D,170313301001001,330100,1001
528,382026,41.884385200000004,-87.65493667,"TETE CHARCUTERIE, LLC",1110-1114 W RANDOLPH ST,170318330002059,833000,2059
529,382274,41.87278061,-87.63077151,H&G CLARK STREET LLC,730 S CLARK ST 1 D&E,170318390001001,839000,1001
530,382331,41.87804963,-87.64774148,"THE HAPPY CRAB, CORP.",810 W JACKSON BLVD 1,170318331001023,833100,1023
531,383096,41.87556911,-87.62938323,"TKS ASSOCIATES, INC.",500 S DEARBORN ST,170318391002028,839100,2028
532,383408,41.88711459,-87.65087023,"FULTON MARKET KITCHEN, LLC",311 N SANGAMON ST 1,170318330001074,833000,1074
533,384018,41.88462477,-87.61925432,BBSC #1 LLC,340 E RANDOLPH ST 1ST,170313201003010,320100,3010
534,384350,41.88457966,-87.63375683,"SMITH & WELLS, LLC",188 W RANDOLPH ST 1 1 AND 2,170318391001043,839100,1043
535,385091,41.87745041,-87.62592198,"GUCKENHEIMER SERVICES, LLC",333 S WABASH AVE 2,170313204001018,320400,1018
536,386076,41.86706145,-87.62429156,"AURELIO'S PIZZA SOUTH LOOP, LLC",1212 S MICHIGAN AVE 1ST,170313301001001,330100,1001
537,386344,41.88582829,-87.62613826,VIRGIN HOTELS CHICAGO LLC,203 N WABASH AVE,170313201002022,320100,2022
538,386661,41.8835571,-87.6484324,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,170318330001060,833000,1060
539,386828,41.88325553,-87.64743608,BAR MAS CHICAGO LLC,800 W WASHINGTON BLVD,170318330001061,833000,1061
540,387121,41.87953523,-87.63002421,BLACK ROCK RESTAURANTS LLC,60 W ADAMS ST 1,170318391001089,839100,1089
541,387463,41.86919899,-87.66354974,"1447 W. TAYLOR, INC.",1447-1449 W TAYLOR ST,170312831001000,283100,1000
542,387519,41.87077549,-87.6242927,"NIU 2, INC.",888 S MICHIGAN AVE,170313206002010,320600,2010
543,387599,41.88539005,-87.61898671,DIM SUM ON THE PARK LLC,333 E BENTON PL 1 300,170313201003010,320100,3010
544,387671,41.86257324,-87.62418878,VICE DISTRICT TAPROOM LLC,1454 S MICHIGAN AVE 1,170313301003009,330100,3009
545,388049,41.88314245,-87.64871469,WASHINGTON SQUARE MANAGEMENT LLC,100-110 N GREEN ST 1,170318330001059,833000,1059
546,388050,41.88449669,-87.64866551,"BAR SIENA, LLC",832 W RANDOLPH ST 1 & 2,170318330001030,833000,1030
547,388315,41.86921805,-87.66241482,"ORIGINAL PIZZA, LLC SERIES TAYLOR",1419 W TAYLOR ST,170312831001000,283100,1000
548,388593,41.88582829,-87.62613826,"VHC LOWER, LLC",203 N WABASH AVE LL - 3,170313201002022,320100,2022
549,388602,41.88582829,-87.62613826,"VHC MIDDLE, LLC",203 N WABASH AVE 25,170313201002022,320100,2022
550,388610,41.88582829,-87.62613826,"VHC UPPER, LLC",203 N WABASH AVE 26,170313201002022,320100,2022
551,389127,41.88455302,-87.63968258,"REVEL DOWNTOWN, L.L.C.",440 W RANDOLPH ST 1 & 2,170312801002001,280100,2001
552,389327,41.88080528,-87.63092933,INTEGRATED CLARK MONROE LLC,100 W MONROE ST 1-23,170318391001068,839100,1068
553,389544,41.87826992,-87.62052861,"CHICAGO FOOD PARTNERS, LLC",301 S COLUMBUS DR,170313204001025,320400,1025
554,389950,41.88342264,-87.62802165,"RSR BLOCK 37 FOOD HALL, LLC",108 N STATE ST  300,170318391001067,839100,1067
555,390355,41.88007363,-87.62451182,MAJ RESTAURANT LLC,130 S MICHIGAN AVE 1ST AND BSMT,170313204001013,320400,1013
556,390382,41.88569922,-87.65184383,BAR TAKITO LLC,952 W LAKE ST,170318330001034,833000,1034
557,390575,41.8863516,-87.63261395,"DINEAMIC STEAK, LLC",222 N LA SALLE ST 1&2,170318391001016,839100,1016
558,390719,41.88342264,-87.62802165,CHICAGO DESIGN MUSEUM,108 N STATE ST 3,170318391001067,839100,1067
559,390996,41.8769812,-87.65715348,"REVEL BAR GROUP, LLC",324 S RACINE AVE 1,170318331002015,833100,2015
560,391570,41.87678483,-87.63383891,GREEK KITCHEN II INC.,400 S WELLS ST 1 & 2,170318391002016,839100,2016
561,391835,41.88152837,-87.62634253,GSE CHICAGO LLC,22 S WABASH AVE 1ST,170313204001010,320400,1010
562,392660,41.8825402,-87.62453095,"LPQ NORTH MICHIGAN, INC.",20 N MICHIGAN AVE  101,170313201001020,320100,1020
563,392794,41.8817936,-87.65296525,TEXAHS LLC,1020-1022 W MADISON ST 1,170318330001063,833000,1063
564,393024,41.88692307,-87.62527794,INTEGRATED MOTOR CLUB LLC,68 E WACKER PL,170313201002015,320100,2015
565,393265,41.87804348,-87.64818021,820 RESTAURANT LLC,820 W JACKSON BLVD 1,170318331001023,833100,1023
566,393277,41.88080528,-87.63092933,"COCHON VOLANT, LLC",100 W MONROE ST 1,170318391001068,839100,1068
567,393547,41.88440111,-87.65403141,"FABI, INC.",1048 W RANDOLPH ST 1ST,170318330001056,833000,1056
568,393885,41.88300571,-87.64914785,EL CHE BAR LLC,845 W WASHINGTON BLVD,170318330001067,833000,1067
569,393930,41.86964015,-87.63989978,"BLAZIN WINGS, INC.",513 W TAYLOR ST 1ST & 2ND,170318419002024,841900,2024
570,393943,41.88424445,-87.65052712,B RESTAURANT LLC,917-923 W RANDOLPH ST,170318330001047,833000,1047
571,394000,41.8818033,-87.62450427,SHAKE SHACK CAA CHICAGO LLC,12 S MICHIGAN AVE,170313204001008,320400,1008
572,394369,41.88422406,-87.65169276,"NANDO'S OF WEST LOOP, LLC",949-953 W RANDOLPH ST,170318330001046,833000,1046
573,394502,41.86921678,-87.66249389,TAYLOR 4 LLC,1421 W TAYLOR ST 1,170312831001000,283100,1000
574,394601,41.86495007,-87.6239479,"1329 S MICHIGAN, INC.",1329 S MICHIGAN AVE 2,170313301001010,330100,1010
575,394609,41.87343457,-87.66643368,DHC FOOD & BEVERAGE CORPORATION,625 S ASHLAND AVE 1-4,170318329001009,832900,1009
576,394830,41.88451431,-87.64758485,802 WEST RANDOLPH LLC,802 W RANDOLPH ST 1 & 2,170318330001029,833000,1029
577,395004,41.8825402,-87.62453095,4 STAR 20 NORTH LLC,20 N MICHIGAN AVE,170313201001020,320100,1020
578,395294,41.86775864,-87.6242567,"BURGER BAR CHICAGO SOUTH LOOP, LLC",1150 S MICHIGAN AVE 1,170313206001008,320600,1008
579,395381,41.8818033,-87.62450427,CHERRY CIRCLE ROOM LLC,12 S MICHIGAN AVE 2,170313204001008,320400,1008
580,395576,41.86631006,-87.61027015,"LEGENDS MUSIC, LLC",1300 S LYNN WHITE DR,170313301004011,330100,4011
581,395877,41.88542661,-87.65496569,"1111 W LAKE STREET, LLC",1111-1113 W LAKE ST,170318330002056,833000,2056
582,395885,41.88531449,-87.6264134,"CANTINA CHICAGO, LLC",178 N WABASH AVE 1,170313201002024,320100,2024
583,396367,41.88124398,-87.62603829,"THE GODDESS AND BAKER WABASH, LLC",33 S WABASH AVE 1ST,170313204001009,320400,1009
584,396415,41.87822324,-87.63424738,216 RESTAURANT LLC,216 W JACKSON BLVD 1,170318391002008,839100,2008
585,396441,41.8818033,-87.62450427,"JOIE DE VIVRE HOSPITALITY, LLC",12 S MICHIGAN AVE 1-19,170313204001008,320400,1008
586,396907,41.872164399999996,-87.63075578,"SOCIALE CHICAGO CAFE PRESS CHICAGO, LLC",800 S CLARK ST 1ST,170318390002000,839000,2000
587,397036,41.8868483,-87.65223416,"FULTON STEAK, LLC",1000 W FULTON MARKET  1,170318330001013,833000,1013
588,397344,41.88411127,-87.63257639,LUKES LOBSTER XIV LLC,134 N LA SALLE ST 1ST,170318391001042,839100,1042
589,397422,41.88264999,-87.63547347,"LODGING CONCESSIONS, LLC",28 N FRANKLIN ST,170318391001054,839100,1054
590,397471,41.86475566,-87.64669918,WINDY CITY RESTAURANT MANAGEMENT LLC - SERIES BL UNIVERSITY VILLAGE,1325 S HALSTED ST 1ST,170318419002040,841900,2040
591,398305,41.88185674,-87.63189616,"ROANOKE HOSPITALITY, LLC",135 W MADISON ST 1 & 2,170318391001069,839100,1069
592,398315,41.886952,-87.62987459,"FLANDERS BEER AND FRIES, LLC",55 W RIVERWALK SOUTH,170318391001012,839100,1012
593,398472,41.88780561,-87.61788172,"ISLAND PARTY HUT, LLC",355 E RIVERWALK SOUTH  1,170313201003004,320100,3004
594,398532,41.88666152,-87.64951773,"CHINESE GOAT, LLC",851-857 W FULTON MARKET  1ST,170318330001020,833000,1020
595,398699,41.88663405,-87.65184963,"ROISTER RESTAURANT, LLC",951 W FULTON MARKET  1,170318330001018,833000,1018
596,398805,41.87833792,-87.62681985,SHOPHOUSE LLC,24 E JACKSON BLVD GROUND,170313204001020,320400,1020
597,398835,41.86826262,-87.62598812,BUKAN LLC,1132 S WABASH AVE LL,170313206001010,320600,1010
598,398868,41.87797514,-87.63842217,"300 SOUTH RIVERSIDE HOSPITALITY GROUP, LLC",300 S RIVERSIDE PLZ 1 150,170312819001005,281900,1005
599,399173,41.88433967,-87.62930247,"DANGAN, LLC",145 N DEARBORN ST 1ST,170318391001039,839100,1039
600,399189,41.88731266,-87.62677237,"KIIT, LLC",35 E RIVERWALK SOUTH  1,170313201002011,320100,2011
601,399301,41.88820137,-87.62097056,"LA CUISSE DE CANARD, INC.",233 E RIVERWALK SOUTH  1,170313201002004,320100,2004
602,399844,41.87655166,-87.6478697,VPC GREEKTOWN PIZZA LLC,815 W VAN BUREN ST 1,170318419001012,841900,1012
603,399920,41.87800198,-87.63440913,VPC JACKSON PIZZA LLC,223-225 W JACKSON BLVD,170318391002012,839100,2012
604,399923,41.88458837,-87.62327256,VPC PRUDENTIAL PIZZA LLC,130 E RANDOLPH ST,170313201002034,320100,2034
605,400048,41.886663899999995,-87.64934267,"SCHMALTZ HOSPITALITY, CHICAGO1, LLC",847 W FULTON MARKET  1ST,170318330001020,833000,1020
606,400344,41.88152837,-87.62634253,"NANDO'S OF WABASH, LLC",22 S WABASH AVE 1ST,170313204001010,320400,1010
607,400370,41.88174849,-87.65593678,1140 WEST MADISON LLC,1140 W MADISON ST 1,170318330002107,833000,2107
608,400469,41.88521738,-87.66061489,"JK SHIELDS, LLC",177 N ADA ST 1ST 101,170318330002052,833000,2052
609,400630,41.86826262,-87.62598812,JPNG HOSPITALITY INC.,1132 S WABASH AVE 1,170313206001010,320600,1010
610,400646,41.88539005,-87.61898671,"MINGHIN ON GRANT PARK, INC.",333 E BENTON PL  300,170313201003010,320100,3010
611,400881,41.88447619,-87.64983293,FRONTERA 900 LLC,900-906 W RANDOLPH ST 1-2,170318330001031,833000,1031
612,401548,41.87950077,-87.64860812,"SOUTH GREEN ST, LLC",130 S GREEN ST 1ST & 2ND,170318331001021,833100,1021
613,401763,41.87894998,-87.62625212,"6-M HOSPITALITY GROUP, LLC",222 S WABASH AVE 1,170313204001020,320400,1020
614,401892,41.88655161,-87.63114163,BOUNCE CHICAGO LLC,230 N CLARK ST LL,170318391001017,839100,1017
615,402246,41.88809629,-87.62517728,"360 MANAGEMENT COMPANY, LLC",85 E WACKER DR 1-23,170313201002005,320100,2005
616,402609,41.88422708,-87.65151814,"UMAMI BURGER WEST LOOP, LLC",945 W RANDOLPH ST 1ST,170318330001046,833000,1046
617,402681,41.86468822,-87.64574327,"GALATA, LLC",717 W MAXWELL ST 1ST 25,170318419002040,841900,2040
618,403473,41.87510142,-87.62907407,"BESPOKE MEN'S GROOMING, LLC",529 S DEARBORN ST 1ST,170318391002046,839100,2046
619,403643,41.87998851,-87.63068884,NATIONAL MARKETPLACE LLC,125 S CLARK ST,170318391001089,839100,1089
620,403686,41.88170933,-87.65806722,"ART ON THE ROCKS, LLC",1222 W MADISON ST 1 200,170318330002111,833000,2111
621,403835,41.88079826,-87.63148267,"EAST ADDITION, LLC",120 W MONROE ST 1ST,170318391001068,839100,1068
622,403986,41.88764376,-87.65234452,BRIGHT CHICAGO GROUP LLC,326 N MORGAN ST,170318330001013,833000,1013
623,404059,41.88562426,-87.62529649999999,180 N MICHIGAN AVE HOSPITALITY MANAGEMENT LLC,75 E LAKE ST 1,170313201002021,320100,2021
624,404125,41.88670774,-87.63079458,EARLY SOCIETY LLC,77 W WACKER DR 1ST 100-B,170318391001018,839100,1018
625,404140,41.88133481,-87.62633547,DK FLAT TOP GRILL LLC,30 S WABASH AVE,170313204001010,320400,1010
626,404402,41.88459286,-87.62908952,Integrated 32 West Randolph LLC,32 W RANDOLPH ST,170318391001038,839100,1038
627,404516,41.88157126,-87.6538079,"LOBSTER TALE INC.,",1045 W MADISON ST 1ST,170318331001007,833100,1007
628,404543,41.88546712,-87.65228392,"1001 W. LAKE OPCO, LLC",180 N MORGAN ST 1ST,170318330001038,833000,1038
629,405088,41.88584721,-87.62509486,"ROTI RESTAURANTS, LLC",80 E LAKE ST,170313201002014,320100,2014
630,405100,41.86357752,-87.62421512,VICTORY PIZZA CHICAGO LLC,1416 S MICHIGAN AVE 1-2,170313301003009,330100,3009
631,405130,41.88429596,-87.66077035,"ELSKE, LLC",1350 W RANDOLPH ST 1 & 2,170318330002038,833000,2038
632,405207,41.86921678,-87.66249389,BACCI PIZZA LITTLE ITALY INC.,1421 W TAYLOR ST 1ST,170312831001000,283100,1000
633,405288,41.86745273,-87.63233424,NANDO'S OF SOUTH LOOP LLC,150 W ROOSEVELT RD  F126C,170318390002001,839000,2001
634,405793,41.886952,-87.62987459,"TINY LOUNGE ON THE RIVERWALK, L.L.C.",55-71 W RIVERWALK  1ST,170318391001012,839100,1012
635,406101,41.88575165,-87.61292611,"CAFE MICHELLE, INC.",200 N LAKEFRONT DR 1ST,170310814031007,081403,1007
636,406207,41.88554185,-87.64822896,SANCERRE HOSPITALITY I  LLC,817-819 W LAKE ST 1 & 2,170318330001026,833000,1026
637,406395,41.86775147,-87.62597953,ROSEBUD ARTIST'S CAFE INC.,1150 S WABASH AVE 1ST,170313206001010,320600,1010
638,406802,41.88376122,-87.63256909,LASALLE STREET RESTAURANT LLC,120 N LA SALLE ST 1,170318391001057,839100,1057
639,407383,41.88157109,-87.65313285,"MADISON ROOM, LLC",1027 W MADISON ST 1,170318331001007,833100,1007
640,407603,41.8842567,-87.6498267,905 WEST RANDOLPH LLC,901-905 W RANDOLPH ST 1ST,170318330001047,833000,1047
641,407761,41.88670659,-87.63162997,"GODDESS AND THE BAKER WACKER, LLC",121 W WACKER DR,170318391001017,839100,1017
642,409135,41.88110246,-87.65186502,ARISTA HOLDINGS INC.,19 S MORGAN ST 1,170318331001006,833100,1006
643,410108,41.88310889,-87.65571243,"THE PRESS ROOM, LLC",1134 W WASHINGTON BLVD LL,170318330002084,833000,2084
644,410695,41.88687884,-87.64969725,KB V LLC,854-856 W FULTON MARKET  1,170318330001021,833000,1021
645,411230,41.88643171,-87.64000428,CAFE 222 LLC,222 N CANAL ST 1,170312801001013,280100,1013
646,411239,41.88264999,-87.63547347,"SUMMIT HOTEL TRS 132, LLC",28 N FRANKLIN ST,170318391001054,839100,1054
647,411963,41.88310863,-87.62794877,PINEAPPLE RESTAURANT GROUP LLC,1 W WASHINGTON ST 1,170318391001066,839100,1066
648,411974,41.88310863,-87.62794877,PINEAPPLE HOSPITALITY COMPANY,1 W WASHINGTON ST 1-15,170318391001066,839100,1066
649,412122,41.88712191,-87.65203576,ACE GROUP CHICAGO LLC,311-319 N MORGAN ST,170318330001009,833000,1009
650,412132,41.88689053,-87.64882282,BEATRIX FULTON MARKET LLC,834-842 W FULTON MARKET,170318330001021,833000,1021
651,412338,41.87279887,-87.62433781,HILTON MANAGEMENT LLC,720 S MICHIGAN AVE,170313206002007,320600,2007
652,412542,41.88754294,-87.62440699999999,ERINS HAPPENINGS LLC,333 N MICHIGAN AVE 4 400-402,170313201002016,320100,2016
653,412695,41.88550434,-87.61755078,"III FORKS CHICAGO, LP",180 N FIELD BLVD 2ND FLR & ROOFTOP 208,170313201003009,320100,3009
654,412705,41.88209337,-87.63039165,"70 RESTAURANT GROUP, INC.",70 W MADISON ST,170318391001076,839100,1076
655,412747,41.88482262,-87.65080649,"BONCI OPERATING, LLC",161 N SANGAMON ST 1,170318330001032,833000,1032
656,412840,41.88190275,-87.63516406,INGRACE'S COMPANY VII INC.,1 S FRANKLIN ST 2,170318391001071,839100,1071
657,413201,41.88202981,-87.62925644,1 DEARBORN TACOS LLC,1 N DEARBORN ST MEZZ AND 1,170318391001075,839100,1075
658,413690,41.86502021,-87.64670786,OHM CHICAGO LLC,1311-1317 S HALSTED ST 1,170318419002041,841900,2041
659,413872,41.87050208,-87.62734618,STATE & 9 STREET CORP.,901 S STATE ST 1,170313206002014,320600,2014
660,414151,41.88552927,-87.65199193,SHAKE SHACK ILLINOIS LLC,185 N MORGAN ST 1,170318330001033,833000,1033
661,414224,41.86826262,-87.62598812,"ME RESTAURANTS II, INC.",1132 S WABASH AVE 1,170313206001010,320600,1010
662,414832,41.86551745,-87.62564806,LOBO BRAVOS LLC,1307 S WABASH AVE 1,170313301001008,330100,1008
663,416024,41.88801986,-87.62525568,81 WACKER LLC,81 E WACKER DR 1,170313201002005,320100,2005
664,417202,41.88677620000001,-87.63973773,"RP RESTAURANT, LLC",233 N CANAL ST 2-4,170312801001001,280100,1001
665,417243,41.88565513,-87.62399988,NANDO'S OF MICHIGAN AVENUE LLC,117 E LAKE ST 2,170313201002029,320100,2029
666,417416,41.88663352,-87.61741342,LAKESHORE CAFE LLC,400 E SOUTH WATER ST 1 3,170313201004007,320100,4007
667,417705,41.88508946,-87.63840559,CHEVAL RIVERSIDE LLC,150 N RIVERSIDE PLZ,170312801002000,280100,2000
668,417706,41.88508946,-87.63840559,"4C RIVERSIDE, LLC",150 N RIVERSIDE PLZ,170312801002000,280100,2000
669,418094,41.88175025,-87.65304946,PRIVATE LOFT EVENTS LLC,1-9 N CARPENTER ST 3 & 4,170318330001063,833000,1063
670,418537,41.87660328,-87.63383461,"MLCL GROUP, LLC",408-412 S WELLS ST 1,170318391002016,839100,2016
671,418621,41.87801449,-87.63318903,WOW BAO LLC,175 W JACKSON BLVD 1ST,170318391001107,839100,1107
672,419511,41.88719206,-87.64882807,"PUNCH BOWL CHICAGO WEST LOOP, LLC",310 N GREEN ST 1-2,170318330001021,833000,1021
673,420492,41.87406368,-87.62613531,MAI TAI INC,614 S WABASH AVE 1,170313206002003,320600,2003
674,422012,41.87146434,-87.62736909,BRATS LLC,825 S STATE ST 1,170313206002013,320600,2013
675,422353,41.87148773,-87.62736964,TACO MADRE STATE INC,823 S STATE ST 1,170313206002013,320600,2013
676,423006,41.87588847,-87.63188472,"IDM GROUP, LLC",440 S LA SALLE ST 40,170318391002020,839100,2020
677,424177,41.87811851,-87.62680983,JACKSON MARKET LLC,23 E JACKSON BLVD LL-1,170313204001034,320400,1034
